AA26D,26.0,0.0,0.0,26.0,0.0,2020-05-21 12:00:01.774491
AA37,3188.0,3360.0,3120.0,3188.0,0.0,2020-05-21 12:00:01.774491
AA37D,28.0,28.0,28.0,27.7,23968.0,2020-05-21 12:00:01.774491
AA46,3150.0,0.0,0.0,3150.0,0.0,2020-05-21 12:00:01.774491
AA46D,30.25,0.0,0.0,30.25,0.0,2020-05-21 12:00:01.774491
AC17,3900.0,3925.0,3800.0,3900.0,0.0,2020-05-21 12:00:01.774491
AC17D,33.68,33.95,33.66,33.75,13834.0,2020-05-21 12:00:01.774491
AE48,3850.0,0.0,0.0,3850.0,0.0,2020-05-21 12:00:01.774491
AE48D,28.0,28.0,28.0,28.0,0.0,2020-05-21 12:00:01.774491
AECBO,10800.0,10800.0,10800.0,10800.0,27000.0,2020-05-21 12:00:01.774491
AF20,4421.0,4502.0,4400.0,4540.0,424352.01,2020-05-21 12:00:01.774491
AF20D,39.9,39.9,39.9,39.48,1.6,2020-05-21 12:00:01.774491
AL36,2960.41,0.0,0.0,2960.41,0.0,2020-05-21 12:00:01.774491
AMX9,111.0,112.25,111.0,111.0,0.0,2020-05-21 12:00:01.774491
AO20,3745.0,3795.0,3720.0,3723.0,1932839.72,2020-05-21 12:00:01.774491
AO20D,32.5,32.81,32.38,32.52,38325.9,2020-05-21 12:00:01.774491
AY24,3184.0,3245.0,3174.0,3169.5,78226174.14,2020-05-21 12:00:01.774491
AY24C,26.6,26.8,26.5,26.52,334213.46,2020-05-21 12:00:01.774491
AY24D,27.56,27.9,27.5,27.6,811237.15,2020-05-21 12:00:01.774491
BBN19,139.5,140.0,139.5,139.5,0.0,2020-05-21 12:00:01.774491
BD2C9,1010.0,1080.0,1010.0,1010.0,0.0,2020-05-21 12:00:01.774491
BDC19,762.0,762.0,762.0,762.0,0.0,2020-05-21 12:00:01.774491
BDC20,1064.0,1064.0,1064.0,1064.0,0.0,2020-05-21 12:00:01.774491
BDC22,88.5,88.5,88.25,88.5,0.0,2020-05-21 12:00:01.774491
BDC24,75.5,75.5,75.0,75.5,0.0,2020-05-21 12:00:01.774491
BDC28,66.5,66.5,66.5,66.5,1999.66,2020-05-21 12:00:01.774491
BP21,411.12,0.0,0.0,411.12,0.0,2020-05-21 12:00:01.774491
BP28,3588.54,0.0,0.0,3588.54,0.0,2020-05-21 12:00:01.774491
BPCAO,99.17,0.0,0.0,99.17,0.0,2020-05-21 12:00:01.774491
BPLD,4200.0,4250.0,3900.0,4200.0,0.0,2020-05-21 12:00:01.774491
BPLDD,33.0,33.0,33.0,33.0,0.0,2020-05-21 12:00:01.774491
BPLE,2800.0,2805.0,2800.0,2800.0,0.0,2020-05-21 12:00:01.774491
BPMD,1150.0,1280.0,1150.0,1150.0,0.0,2020-05-21 12:00:01.774491
BPMDD,14.25,14.25,14.25,14.25,0.0,2020-05-21 12:00:01.774491
BPME,150.0,0.0,0.0,150.0,0.0,2020-05-21 12:00:01.774491
CEDI,10500.0,10500.0,10500.0,10500.0,0.0,2020-05-21 12:00:01.774491
CH24D,2140.22,0.0,0.0,2140.22,0.0,2020-05-21 12:00:01.774491
CHSG1,570.0,570.0,570.0,570.0,0.0,2020-05-21 12:00:01.774491
CHSG2,72.03,0.0,0.0,72.03,0.0,2020-05-21 12:00:01.774491
CO26,4500.0,4600.0,4440.0,4500.0,0.0,2020-05-21 12:00:01.774491
CO26D,40.0,40.0,40.0,40.0,400.0,2020-05-21 12:00:01.774491
CSFQO,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
CSGUO,10100.0,10100.0,10100.0,10100.0,0.0,2020-05-21 12:00:01.774491
CUAP,804.0,804.0,804.0,804.0,0.0,2020-05-21 12:00:01.774491
DIA0,5100.0,5100.0,5065.0,5100.0,0.0,2020-05-21 12:00:01.774491
DIA0D,44.0,44.5,40.0,44.0,0.0,2020-05-21 12:00:01.774491
DICA,5425.0,5480.0,5399.0,5399.0,2105582.0,2020-05-21 12:00:01.774491
DICAD,47.05,47.3,46.71,46.75,96637.89,2020-05-21 12:00:01.774491
DICE,3960.0,3960.0,3960.0,3960.0,0.0,2020-05-21 12:00:01.774491
DICP,1285.0,1290.0,1285.0,1284.0,673834.1,2020-05-21 12:00:01.774491
